country,region,sequence,leading_question_id,leading_question_answer_id,question,question_code,answer,answer_help_text,help_text,data_type,allow_multi_select,domain_id,next_question_id,tax_form_codes,tax_form_code_count,raw_row
US,KS,1,17,37,Kansas has a separate return for each tax type. Some businesses may be registered to collect more than one tax type and file multiple returns. Which tax types are you registered to collect?,,Sales tax,Businesses with physical presence in Kansas generally register to collect sales tax on all sales. Your account number begins with 004 if you are registered to collect this tax.,,STRING,True,1,,USKSST36,1,"{""LeadingQuestionId"":17,""Country"":""US"",""Region"":""KS"",""Sequence"":1,""Question"":""Kansas has a separate return for each tax type. Some businesses may be registered to collect more than one tax type and file multiple returns.\n\nWhich tax types are you registered to collect?"",""QuestionCode"":null,""HelpText"":"""",""Standard"":false,""DataType"":""STRING"",""AllowMultiSelect"":true,""DomainId"":1,""LeadingQuestionAnswerId"":37,""Answer"":""Sales tax"",""AnswerHelpText"":""Businesses with physical presence in Kansas generally register to collect sales tax on all sales. Your account number begins with 004 if you are registered to collect this tax."",""NextQuestionId"":null,""TaxFormCode"":""[\""USKSST36\""]""}"
US,KS,1,17,38,Kansas has a separate return for each tax type. Some businesses may be registered to collect more than one tax type and file multiple returns. Which tax types are you registered to collect?,,Consumer use tax,Businesses that self-assess use tax on purchases in Kansas generally register to report consumer use tax. Your account number begins with 006 if you are registered to collect this tax.,,STRING,True,1,,USKSCT10U,1,"{""LeadingQuestionId"":17,""Country"":""US"",""Region"":""KS"",""Sequence"":1,""Question"":""Kansas has a separate return for each tax type. Some businesses may be registered to collect more than one tax type and file multiple returns.\n\nWhich tax types are you registered to collect?"",""QuestionCode"":null,""HelpText"":"""",""Standard"":false,""DataType"":""STRING"",""AllowMultiSelect"":true,""DomainId"":1,""LeadingQuestionAnswerId"":38,""Answer"":""Consumer use tax"",""AnswerHelpText"":""Businesses that self-assess use tax on purchases in Kansas generally register to report consumer use tax. Your account number begins with 006 if you are registered to collect this tax."",""NextQuestionId"":null,""TaxFormCode"":""[\""USKSCT10U\""]""}"
US,LA,1,18,39,How are you registered in Louisiana?,,As a remote seller,Your business is located outside of Louisiana and has met the economic nexus requirements. You are registered with the Louisiana Sales and Use Tax Commission for Remote Sellers.,,STRING,False,1,,USLARSSTR,1,"{""LeadingQuestionId"":18,""Country"":""US"",""Region"":""LA"",""Sequence"":1,""Question"":""How are you registered in Louisiana?"",""QuestionCode"":null,""HelpText"":"""",""Standard"":false,""DataType"":""STRING"",""AllowMultiSelect"":false,""DomainId"":1,""LeadingQuestionAnswerId"":39,""Answer"":""As a remote seller"",""AnswerHelpText"":""Your business is located outside of Louisiana and has met the economic nexus requirements. You are registered with the Louisiana Sales and Use Tax Commission for Remote Sellers."",""NextQuestionId"":null,""TaxFormCode"":""[\""USLARSSTR\""]""}"
US,LA,1,18,40,How are you registered in Louisiana?,,As a direct marketer,Your out-of-state business hasn’t met economic nexus requirements but volunteers to collect a flat 8.45% rate.,,STRING,False,1,,USLAR1031,1,"{""LeadingQuestionId"":18,""Country"":""US"",""Region"":""LA"",""Sequence"":1,""Question"":""How are you registered in Louisiana?"",""QuestionCode"":null,""HelpText"":"""",""Standard"":false,""DataType"":""STRING"",""AllowMultiSelect"":false,""DomainId"":1,""LeadingQuestionAnswerId"":40,""Answer"":""As a direct marketer"",""AnswerHelpText"":""Your out-of-state business hasn\u2019t met economic nexus requirements but volunteers to collect a flat 8.45% rate."",""NextQuestionId"":null,""TaxFormCode"":""[\""USLAR1031\""]""}"
US,LA,1,18,41,How are you registered in Louisiana?,,As an in-state dealer,Your business has physical presence in Louisiana.,,STRING,False,1,,USLAR1029A,1,"{""LeadingQuestionId"":18,""Country"":""US"",""Region"":""LA"",""Sequence"":1,""Question"":""How are you registered in Louisiana?"",""QuestionCode"":null,""HelpText"":"""",""Standard"":false,""DataType"":""STRING"",""AllowMultiSelect"":false,""DomainId"":1,""LeadingQuestionAnswerId"":41,""Answer"":""As an in-state dealer"",""AnswerHelpText"":""Your business has physical presence in Louisiana."",""NextQuestionId"":null,""TaxFormCode"":""[\""USLAR1029A\""]""}"
US,KY,1,53,114,,,,,,,False,1,,USKY51A102,1,"{""LeadingQuestionId"":53,""Country"":""US"",""Region"":""KY"",""Sequence"":1,""Question"":"""",""QuestionCode"":null,""HelpText"":"""",""Standard"":false,""DataType"":"""",""AllowMultiSelect"":false,""DomainId"":1,""LeadingQuestionAnswerId"":114,""Answer"":"""",""AnswerHelpText"":"""",""NextQuestionId"":null,""TaxFormCode"":""[\""USKY51A102\""]""}"
US,MA,1,21,47,Are you required to make prepayments in Massachusetts?,,Yes,,,BOOLEAN,False,1,,USMAST9 | USMAPREPAY,2,"{""LeadingQuestionId"":21,""Country"":""US"",""Region"":""MA"",""Sequence"":1,""Question"":""Are you required to make prepayments in Massachusetts?"",""QuestionCode"":null,""HelpText"":"""",""Standard"":false,""DataType"":""BOOLEAN"",""AllowMultiSelect"":false,""DomainId"":1,""LeadingQuestionAnswerId"":47,""Answer"":""Yes"",""AnswerHelpText"":"""",""NextQuestionId"":null,""TaxFormCode"":""[\""USMAST9\"",\""USMAPREPAY\""]""}"
US,MA,1,21,48,Are you required to make prepayments in Massachusetts?,,No,,,BOOLEAN,False,1,,USMAST9,1,"{""LeadingQuestionId"":21,""Country"":""US"",""Region"":""MA"",""Sequence"":1,""Question"":""Are you required to make prepayments in Massachusetts?"",""QuestionCode"":null,""HelpText"":"""",""Standard"":false,""DataType"":""BOOLEAN"",""AllowMultiSelect"":false,""DomainId"":1,""LeadingQuestionAnswerId"":48,""Answer"":""No"",""AnswerHelpText"":"""",""NextQuestionId"":null,""TaxFormCode"":""[\""USMAST9\""]""}"
US,MD,1,54,115,,,,,,,False,1,,USMDSALESUSE,1,"{""LeadingQuestionId"":54,""Country"":""US"",""Region"":""MD"",""Sequence"":1,""Question"":"""",""QuestionCode"":null,""HelpText"":"""",""Standard"":false,""DataType"":"""",""AllowMultiSelect"":false,""DomainId"":1,""LeadingQuestionAnswerId"":115,""Answer"":"""",""AnswerHelpText"":"""",""NextQuestionId"":null,""TaxFormCode"":""[\""USMDSALESUSE\""]""}"
US,ME,1,19,42,Do you have any physical company locations in Maine?,,"Yes, more than one",,,STRING,False,1,20,,0,"{""LeadingQuestionId"":19,""Country"":""US"",""Region"":""ME"",""Sequence"":1,""Question"":""Do you have any physical company locations in Maine?"",""QuestionCode"":null,""HelpText"":"""",""Standard"":false,""DataType"":""STRING"",""AllowMultiSelect"":false,""DomainId"":1,""LeadingQuestionAnswerId"":42,""Answer"":""Yes, more than one"",""AnswerHelpText"":"""",""NextQuestionId"":20,""TaxFormCode"":""[]""}"
US,ME,1,19,43,Do you have any physical company locations in Maine?,,"Yes, just one",,,STRING,False,1,,USMEST7,1,"{""LeadingQuestionId"":19,""Country"":""US"",""Region"":""ME"",""Sequence"":1,""Question"":""Do you have any physical company locations in Maine?"",""QuestionCode"":null,""HelpText"":"""",""Standard"":false,""DataType"":""STRING"",""AllowMultiSelect"":false,""DomainId"":1,""LeadingQuestionAnswerId"":43,""Answer"":""Yes, just one"",""AnswerHelpText"":"""",""NextQuestionId"":null,""TaxFormCode"":""[\""USMEST7\""]""}"
US,ME,1,19,44,Do you have any physical company locations in Maine?,,No,,,STRING,False,1,,USMEST7,1,"{""LeadingQuestionId"":19,""Country"":""US"",""Region"":""ME"",""Sequence"":1,""Question"":""Do you have any physical company locations in Maine?"",""QuestionCode"":null,""HelpText"":"""",""Standard"":false,""DataType"":""STRING"",""AllowMultiSelect"":false,""DomainId"":1,""LeadingQuestionAnswerId"":44,""Answer"":""No"",""AnswerHelpText"":"""",""NextQuestionId"":null,""TaxFormCode"":""[\""USMEST7\""]""}"
US,ME,2,20,45,How do you file returns in Maine?,,One consolidated return for all locations,,,STRING,False,1,,USMEST7B,1,"{""LeadingQuestionId"":20,""Country"":""US"",""Region"":""ME"",""Sequence"":2,""Question"":""How do you file returns in Maine?"",""QuestionCode"":null,""HelpText"":"""",""Standard"":false,""DataType"":""STRING"",""AllowMultiSelect"":false,""DomainId"":1,""LeadingQuestionAnswerId"":45,""Answer"":""One consolidated return for all locations"",""AnswerHelpText"":"""",""NextQuestionId"":null,""TaxFormCode"":""[\""USMEST7B\""]""}"
US,ME,2,20,46,How do you file returns in Maine?,,A separate return for each location,,,STRING,False,1,,USMEST7,1,"{""LeadingQuestionId"":20,""Country"":""US"",""Region"":""ME"",""Sequence"":2,""Question"":""How do you file returns in Maine?"",""QuestionCode"":null,""HelpText"":"""",""Standard"":false,""DataType"":""STRING"",""AllowMultiSelect"":false,""DomainId"":1,""LeadingQuestionAnswerId"":46,""Answer"":""A separate return for each location"",""AnswerHelpText"":"""",""NextQuestionId"":null,""TaxFormCode"":""[\""USMEST7\""]""}"
US,MN,1,23,52,Do you have any retail stores or other physical locations in Minnesota?,,Yes,,,BOOLEAN,False,1,24,,0,"{""LeadingQuestionId"":23,""Country"":""US"",""Region"":""MN"",""Sequence"":1,""Question"":""Do you have any retail stores or other physical locations in Minnesota?"",""QuestionCode"":null,""HelpText"":"""",""Standard"":false,""DataType"":""BOOLEAN"",""AllowMultiSelect"":false,""DomainId"":1,""LeadingQuestionAnswerId"":52,""Answer"":""Yes"",""AnswerHelpText"":"""",""NextQuestionId"":24,""TaxFormCode"":""[]""}"
US,MN,1,23,53,Do you have any retail stores or other physical locations in Minnesota?,,No,,,BOOLEAN,False,1,,USMNPV49,1,"{""LeadingQuestionId"":23,""Country"":""US"",""Region"":""MN"",""Sequence"":1,""Question"":""Do you have any retail stores or other physical locations in Minnesota?"",""QuestionCode"":null,""HelpText"":"""",""Standard"":false,""DataType"":""BOOLEAN"",""AllowMultiSelect"":false,""DomainId"":1,""LeadingQuestionAnswerId"":53,""Answer"":""No"",""AnswerHelpText"":"""",""NextQuestionId"":null,""TaxFormCode"":""[\""USMNPV49\""]""}"
US,MN,2,24,54,How do you file your returns in Minnesota?,,Separate returns for each location,,,STRING,False,1,,USMNPV49,1,"{""LeadingQuestionId"":24,""Country"":""US"",""Region"":""MN"",""Sequence"":2,""Question"":""How do you file your returns in Minnesota?"",""QuestionCode"":null,""HelpText"":"""",""Standard"":false,""DataType"":""STRING"",""AllowMultiSelect"":false,""DomainId"":1,""LeadingQuestionAnswerId"":54,""Answer"":""Separate returns for each location"",""AnswerHelpText"":"""",""NextQuestionId"":null,""TaxFormCode"":""[\""USMNPV49\""]""}"
US,MN,2,24,55,How do you file your returns in Minnesota?,,One consolidated return for all locations,,,STRING,False,1,,USMNST1CS,1,"{""LeadingQuestionId"":24,""Country"":""US"",""Region"":""MN"",""Sequence"":2,""Question"":""How do you file your returns in Minnesota?"",""QuestionCode"":null,""HelpText"":"""",""Standard"":false,""DataType"":""STRING"",""AllowMultiSelect"":false,""DomainId"":1,""LeadingQuestionAnswerId"":55,""Answer"":""One consolidated return for all locations"",""AnswerHelpText"":"""",""NextQuestionId"":null,""TaxFormCode"":""[\""USMNST1CS\""]""}"
US,MI,1,22,49,How often are you required to file Michigan returns?,,Monthly,,,STRING,False,1,,USMI5080SU | USMI5081,2,"{""LeadingQuestionId"":22,""Country"":""US"",""Region"":""MI"",""Sequence"":1,""Question"":""How often are you required to file Michigan returns?"",""QuestionCode"":null,""HelpText"":"""",""Standard"":false,""DataType"":""STRING"",""AllowMultiSelect"":false,""DomainId"":1,""LeadingQuestionAnswerId"":49,""Answer"":""Monthly"",""AnswerHelpText"":"""",""NextQuestionId"":null,""TaxFormCode"":""[\""USMI5080SU\"",\""USMI5081\""]""}"
US,MI,1,22,50,How often are you required to file Michigan returns?,,Quarterly,,,STRING,False,1,,USMI5080SU | USMI5081,2,"{""LeadingQuestionId"":22,""Country"":""US"",""Region"":""MI"",""Sequence"":1,""Question"":""How often are you required to file Michigan returns?"",""QuestionCode"":null,""HelpText"":"""",""Standard"":false,""DataType"":""STRING"",""AllowMultiSelect"":false,""DomainId"":1,""LeadingQuestionAnswerId"":50,""Answer"":""Quarterly"",""AnswerHelpText"":"""",""NextQuestionId"":null,""TaxFormCode"":""[\""USMI5080SU\"",\""USMI5081\""]""}"
US,MI,1,22,51,How often are you required to file Michigan returns?,,Annually,,,STRING,False,1,,USMI5081,1,"{""LeadingQuestionId"":22,""Country"":""US"",""Region"":""MI"",""Sequence"":1,""Question"":""How often are you required to file Michigan returns?"",""QuestionCode"":null,""HelpText"":"""",""Standard"":false,""DataType"":""STRING"",""AllowMultiSelect"":false,""DomainId"":1,""LeadingQuestionAnswerId"":51,""Answer"":""Annually"",""AnswerHelpText"":"""",""NextQuestionId"":null,""TaxFormCode"":""[\""USMI5081\""]""}"
US,MO,1,27,60,Missouri has a separate return for each tax type. Some businesses may be registered to collect more than one tax type and file multiple returns. Which types of tax are you registered to collect?,,Sales tax,Businesses that sell within Missouri are required to collect sales tax.,,STRING,True,1,,USMO531,1,"{""LeadingQuestionId"":27,""Country"":""US"",""Region"":""MO"",""Sequence"":1,""Question"":""Missouri has a separate return for each tax type. Some businesses may be registered to collect more than one tax type and file multiple returns.\r\n\r\nWhich types of tax are you registered to collect?"",""QuestionCode"":null,""HelpText"":"""",""Standard"":false,""DataType"":""STRING"",""AllowMultiSelect"":true,""DomainId"":1,""LeadingQuestionAnswerId"":60,""Answer"":""Sales tax"",""AnswerHelpText"":""Businesses that sell within Missouri are required to collect sales tax."",""NextQuestionId"":null,""TaxFormCode"":""[\""USMO531\""]""}"
US,MO,1,27,61,Missouri has a separate return for each tax type. Some businesses may be registered to collect more than one tax type and file multiple returns. Which types of tax are you registered to collect?,,Vendor use tax,Businesses that are out of state and ship to Missouri are required to collect vendor’s use tax on sales.,,STRING,True,1,,USMO53V,1,"{""LeadingQuestionId"":27,""Country"":""US"",""Region"":""MO"",""Sequence"":1,""Question"":""Missouri has a separate return for each tax type. Some businesses may be registered to collect more than one tax type and file multiple returns.\r\n\r\nWhich types of tax are you registered to collect?"",""QuestionCode"":null,""HelpText"":"""",""Standard"":false,""DataType"":""STRING"",""AllowMultiSelect"":true,""DomainId"":1,""LeadingQuestionAnswerId"":61,""Answer"":""Vendor use tax"",""AnswerHelpText"":""Businesses that are out of state and ship to Missouri are required to collect vendor\u2019s use tax on sales."",""NextQuestionId"":null,""TaxFormCode"":""[\""USMO53V\""]""}"
US,MO,1,27,62,Missouri has a separate return for each tax type. Some businesses may be registered to collect more than one tax type and file multiple returns. Which types of tax are you registered to collect?,,Consumer use tax,Businesses that self-assess use tax on purchases in Missouri generally register to report consumer use tax.,,STRING,True,1,,USMO53C,1,"{""LeadingQuestionId"":27,""Country"":""US"",""Region"":""MO"",""Sequence"":1,""Question"":""Missouri has a separate return for each tax type. Some businesses may be registered to collect more than one tax type and file multiple returns.\r\n\r\nWhich types of tax are you registered to collect?"",""QuestionCode"":null,""HelpText"":"""",""Standard"":false,""DataType"":""STRING"",""AllowMultiSelect"":true,""DomainId"":1,""LeadingQuestionAnswerId"":62,""Answer"":""Consumer use tax"",""AnswerHelpText"":""Businesses that self-assess use tax on purchases in Missouri generally register to report consumer use tax."",""NextQuestionId"":null,""TaxFormCode"":""[\""USMO53C\""]""}"
US,NC,1,57,118,,,,,,,False,1,,USNCE500E536,1,"{""LeadingQuestionId"":57,""Country"":""US"",""Region"":""NC"",""Sequence"":1,""Question"":"""",""QuestionCode"":null,""HelpText"":"""",""Standard"":false,""DataType"":"""",""AllowMultiSelect"":false,""DomainId"":1,""LeadingQuestionAnswerId"":118,""Answer"":"""",""AnswerHelpText"":"""",""NextQuestionId"":null,""TaxFormCode"":""[\""USNCE500E536\""]""}"
US,MS,1,25,56,What type of tax are you registered to collect in Mississippi?,,Use tax,"If your business is out of state and ships to Mississippi, you generally register to collect and file use tax.",,STRING,True,1,,USMS72110015,1,"{""LeadingQuestionId"":25,""Country"":""US"",""Region"":""MS"",""Sequence"":1,""Question"":""What type of tax are you registered to collect in Mississippi?"",""QuestionCode"":null,""HelpText"":"""",""Standard"":false,""DataType"":""STRING"",""AllowMultiSelect"":true,""DomainId"":1,""LeadingQuestionAnswerId"":56,""Answer"":""Use tax"",""AnswerHelpText"":""If your business is out of state and ships to Mississippi, you generally register to collect and file use tax."",""NextQuestionId"":null,""TaxFormCode"":""[\""USMS72110015\""]""}"
US,MS,1,25,57,What type of tax are you registered to collect in Mississippi?,,Sales tax,If your business has a physical presence in Mississippi you are generally required to register to collect and file sales tax.,,STRING,True,1,26,,0,"{""LeadingQuestionId"":25,""Country"":""US"",""Region"":""MS"",""Sequence"":1,""Question"":""What type of tax are you registered to collect in Mississippi?"",""QuestionCode"":null,""HelpText"":"""",""Standard"":false,""DataType"":""STRING"",""AllowMultiSelect"":true,""DomainId"":1,""LeadingQuestionAnswerId"":57,""Answer"":""Sales tax"",""AnswerHelpText"":""If your business has a physical presence in Mississippi you are generally required to register to collect and file sales tax."",""NextQuestionId"":26,""TaxFormCode"":""[]""}"
US,MS,2,26,58,Do you have more than one physical company location registered in Mississippi?,,Yes,,,BOOLEAN,False,1,,USMS72010OUTLETS,1,"{""LeadingQuestionId"":26,""Country"":""US"",""Region"":""MS"",""Sequence"":2,""Question"":""Do you have more than one physical company location registered in Mississippi?"",""QuestionCode"":null,""HelpText"":"""",""Standard"":false,""DataType"":""BOOLEAN"",""AllowMultiSelect"":false,""DomainId"":1,""LeadingQuestionAnswerId"":58,""Answer"":""Yes"",""AnswerHelpText"":"""",""NextQuestionId"":null,""TaxFormCode"":""[\""USMS72010OUTLETS\""]""}"
US,MS,2,26,59,Do you have more than one physical company location registered in Mississippi?,,No,,,BOOLEAN,False,1,,USMS72010,1,"{""LeadingQuestionId"":26,""Country"":""US"",""Region"":""MS"",""Sequence"":2,""Question"":""Do you have more than one physical company location registered in Mississippi?"",""QuestionCode"":null,""HelpText"":"""",""Standard"":false,""DataType"":""BOOLEAN"",""AllowMultiSelect"":false,""DomainId"":1,""LeadingQuestionAnswerId"":59,""Answer"":""No"",""AnswerHelpText"":"""",""NextQuestionId"":null,""TaxFormCode"":""[\""USMS72010\""]""}"
US,ND,1,58,119,,,,,,,False,1,,USNDST1,1,"{""LeadingQuestionId"":58,""Country"":""US"",""Region"":""ND"",""Sequence"":1,""Question"":"""",""QuestionCode"":null,""HelpText"":"""",""Standard"":false,""DataType"":"""",""AllowMultiSelect"":false,""DomainId"":1,""LeadingQuestionAnswerId"":119,""Answer"":"""",""AnswerHelpText"":"""",""NextQuestionId"":null,""TaxFormCode"":""[\""USNDST1\""]""}"
US,NE,1,55,116,,,,,,,False,1,,USNEFORM10COMBINED,1,"{""LeadingQuestionId"":55,""Country"":""US"",""Region"":""NE"",""Sequence"":1,""Question"":"""",""QuestionCode"":null,""HelpText"":"""",""Standard"":false,""DataType"":"""",""AllowMultiSelect"":false,""DomainId"":1,""LeadingQuestionAnswerId"":116,""Answer"":"""",""AnswerHelpText"":"""",""NextQuestionId"":null,""TaxFormCode"":""[\""USNEFORM10COMBINED\""]""}"
US,NJ,1,28,63,Are you required to make monthly prepayments in New Jersey?,,Yes,,,BOOLEAN,False,1,,USNJST50 | USNJST51,2,"{""LeadingQuestionId"":28,""Country"":""US"",""Region"":""NJ"",""Sequence"":1,""Question"":""Are you required to make monthly prepayments in New Jersey?"",""QuestionCode"":null,""HelpText"":"""",""Standard"":false,""DataType"":""BOOLEAN"",""AllowMultiSelect"":false,""DomainId"":1,""LeadingQuestionAnswerId"":63,""Answer"":""Yes"",""AnswerHelpText"":"""",""NextQuestionId"":null,""TaxFormCode"":""[\""USNJST50\"",\""USNJST51\""]""}"
US,NJ,1,28,64,Are you required to make monthly prepayments in New Jersey?,,No,,,BOOLEAN,False,1,,USNJST50,1,"{""LeadingQuestionId"":28,""Country"":""US"",""Region"":""NJ"",""Sequence"":1,""Question"":""Are you required to make monthly prepayments in New Jersey?"",""QuestionCode"":null,""HelpText"":"""",""Standard"":false,""DataType"":""BOOLEAN"",""AllowMultiSelect"":false,""DomainId"":1,""LeadingQuestionAnswerId"":64,""Answer"":""No"",""AnswerHelpText"":"""",""NextQuestionId"":null,""TaxFormCode"":""[\""USNJST50\""]""}"
US,NV,1,56,117,,,,,,,False,1,,USNVTXR01,1,"{""LeadingQuestionId"":56,""Country"":""US"",""Region"":""NV"",""Sequence"":1,""Question"":"""",""QuestionCode"":null,""HelpText"":"""",""Standard"":false,""DataType"":"""",""AllowMultiSelect"":false,""DomainId"":1,""LeadingQuestionAnswerId"":117,""Answer"":"""",""AnswerHelpText"":"""",""NextQuestionId"":null,""TaxFormCode"":""[\""USNVTXR01\""]""}"
US,NM,1,29,65,Do you self-assess compensating use tax on purchases that you need to report to New Mexico?,,Yes,,"Similar to consumer use tax, compensating tax is an excise tax imposed on businesses using tangible property, services, licenses or franchises in New Mexico.",BOOLEAN,False,1,,USNMTRD41412 | USNMTRD41413,2,"{""LeadingQuestionId"":29,""Country"":""US"",""Region"":""NM"",""Sequence"":1,""Question"":""Do you self-assess compensating use tax on purchases that you need to report to New Mexico?"",""QuestionCode"":null,""HelpText"":""Similar to consumer use tax, compensating tax is an excise tax imposed on businesses using tangible property, services, licenses or franchises in New Mexico."",""Standard"":false,""DataType"":""BOOLEAN"",""AllowMultiSelect"":false,""DomainId"":1,""LeadingQuestionAnswerId"":65,""Answer"":""Yes"",""AnswerHelpText"":"""",""NextQuestionId"":null,""TaxFormCode"":""[\""USNMTRD41412\"",\""USNMTRD41413\""]""}"
US,NM,1,29,66,Do you self-assess compensating use tax on purchases that you need to report to New Mexico?,,No,,"Similar to consumer use tax, compensating tax is an excise tax imposed on businesses using tangible property, services, licenses or franchises in New Mexico.",BOOLEAN,False,1,,USNMTRD41413,1,"{""LeadingQuestionId"":29,""Country"":""US"",""Region"":""NM"",""Sequence"":1,""Question"":""Do you self-assess compensating use tax on purchases that you need to report to New Mexico?"",""QuestionCode"":null,""HelpText"":""Similar to consumer use tax, compensating tax is an excise tax imposed on businesses using tangible property, services, licenses or franchises in New Mexico."",""Standard"":false,""DataType"":""BOOLEAN"",""AllowMultiSelect"":false,""DomainId"":1,""LeadingQuestionAnswerId"":66,""Answer"":""No"",""AnswerHelpText"":"""",""NextQuestionId"":null,""TaxFormCode"":""[\""USNMTRD41413\""]""}"
US,NY,1,30,67,How often are you required to file a return in New York?,,Quarterly,"Most businesses file the quarterly ST-100 return when they first register to collect tax. Your business may file quarterly returns if: Your taxable receipts, purchases subject to use tax, rents, and amusement charges are less than $300,000 during the previous quarter; AND you have not been notified that you should file annually.",,STRING,False,1,,USNYST100,1,"{""LeadingQuestionId"":30,""Country"":""US"",""Region"":""NY"",""Sequence"":1,""Question"":""How often are you required to file a return in New York?"",""QuestionCode"":null,""HelpText"":"""",""Standard"":false,""DataType"":""STRING"",""AllowMultiSelect"":false,""DomainId"":1,""LeadingQuestionAnswerId"":67,""Answer"":""Quarterly"",""AnswerHelpText"":""Most businesses file the quarterly ST-100 return when they first register to collect tax. Your business may file quarterly returns if: Your taxable receipts, purchases subject to use tax, rents, and amusement charges are less than $300,000 during the previous quarter; AND you have not been notified that you should file annually."",""NextQuestionId"":null,""TaxFormCode"":""[\""USNYST100\""]""}"
US,NY,1,30,68,How often are you required to file a return in New York?,,Annually,"The state may instruct you to file the annual ST-101 return if you owe $3,000 or less in tax during an annual filing period.",,STRING,False,1,,USNYST101,1,"{""LeadingQuestionId"":30,""Country"":""US"",""Region"":""NY"",""Sequence"":1,""Question"":""How often are you required to file a return in New York?"",""QuestionCode"":null,""HelpText"":"""",""Standard"":false,""DataType"":""STRING"",""AllowMultiSelect"":false,""DomainId"":1,""LeadingQuestionAnswerId"":68,""Answer"":""Annually"",""AnswerHelpText"":""The state may instruct you to file the annual ST-101 return if you owe $3,000 or less in tax during an annual filing period."",""NextQuestionId"":null,""TaxFormCode"":""[\""USNYST101\""]""}"
US,NY,1,30,69,How often are you required to file a return in New York?,,Part-quarterly (monthly),"This filing frequency is generally required for businesses with a combined total of taxable receipts, purchases subject to tax, rents, and amusement charges of $300,000 or more in a quarter. Some large businesses are required to file the ST-810 return for the first 2 months of a quarter, and an additional return for the last month of the quarter.",,STRING,False,1,31,,0,"{""LeadingQuestionId"":30,""Country"":""US"",""Region"":""NY"",""Sequence"":1,""Question"":""How often are you required to file a return in New York?"",""QuestionCode"":null,""HelpText"":"""",""Standard"":false,""DataType"":""STRING"",""AllowMultiSelect"":false,""DomainId"":1,""LeadingQuestionAnswerId"":69,""Answer"":""Part-quarterly (monthly)"",""AnswerHelpText"":""This filing frequency is generally required for businesses with a combined total of taxable receipts, purchases subject to tax, rents, and amusement charges of $300,000 or more in a quarter. Some large businesses are required to file the ST-810 return for the first 2 months of a quarter, and an additional return for the last month of the quarter."",""NextQuestionId"":31,""TaxFormCode"":""[]""}"
